content,date,Sentiment
Helpful 😁,2023-10-01,Positive
"Useful app, but with the latest update that incorporates language automatically into setting the time, it will delete times that are part of my reminder. For instance, if I want to say ""go to a meeting at 3:30"" it will delete the words ""at 3:30"" and set the remind to 3:30. So if I wanted my reminder to tell me what time the meeting was, I can't see it anymore. Too bad this option can't be turned off.",2022-02-25,Neutral
Can anyone explain 'any.do moment' and 'plan my day' option in the app??,2023-12-27,Negative
UPDATE: Tags have started syncing back again. Tags do not sync between the mobile and desktop app. I am a premium user and I put in a ticket about the issue. After frequent back and forth over the email the issue hasn't been resolved yet. I will update my rating after the issue has been fixed.,2023-06-10,Negative
"Integrates well with my work flow. I had difficulty in understanding the 'My Lists' so instead I ""listed"" My projects instead...works, now integrates well with what I do and the tags differentiates similar project ""lists"". I accidentally deleted my shopping list when I really wanted to remove some items...but its growing on me.",2023-04-19,Positive
Is this a free app or have to subscribe (& pay) to use beyond 7 days?,2022-01-28,Negative
Only one suggestion: an option for big tasks. Sometimes i have a big task that i will complete over multiple days and it would be cool to be able to check off a little bit at a time.,2022-03-19,Neutral
this is a good app,2022-12-31,Positive
Great.. and i liked it more than todoist..,2023-10-28,Positive
Best to do list apk I have ever used.,2023-06-10,Positive
Alot of great features and cry informative and reminds you as well . Great for me thumbs 👍,2023-11-30,Positive
"Another app that what's my info by having me sign in. EDIT: I rethought my 1 🌟 as I don't want to sync just use, doesn't mean the app isn't good.",2024-06-01,Negative
Not always where it should be. does not always popup when set on samsung galaxy 9. very few aps rate 5 stars as very few have no problems at all. 5 stars woould say it works perfectly from my perspective.,2024-10-27,Positive
It was perfect until the new update on Huawei P20 Lite. More precisely with the short cut (widget) on a main screen. Please sort this out. Thanks,2024-10-23,Positive
I love this app Previous issue of being randomly logged out was resolved,2024-07-07,Positive
Great app for managing your activities. Been using this for 3 years and it still meets my requirement in managing my to-do's,2024-01-20,Positive
Great app. Love using daily,2022-12-29,Positive
Feel good help me for rewind my task,2024-03-16,Positive
A very good reminder app.,2024-01-09,Positive
I love this app,2024-11-04,Positive
"Please add option of grouping lists or creating sections into lists, so that we can have sub-lists. Rest it's good. Please make a note taking app also. You make amazing apps.",2023-04-30,Neutral
Good,2022-01-28,Positive
I have never see such wonderful application before,2023-12-15,Positive
"Good integration with Google home, but needs widget to be able to access the shopping list",2024-11-28,Positive
"simplistic, easy and very useful Edit: Google voice demand beep cannot be muted?",2022-03-27,Positive
good one..nit n clean ..liked it.,2022-05-06,Positive
Plan my day should be free...,2024-03-22,Positive
Sounds alittle hard and complicated to me Good app btw...,2023-06-21,Neutral
I was finally able to get this installed- yay! My husband also put it on his phone so we can share the grocery list and others. I've updated to 4 stars as it seems to be working now. Thanks! Can't get it to finish installing and I have plenty if room. Gets to 97% and then stops. I will revise my review if I ever get to try it!,2022-05-25,Positive
This app is awesome. I am currently using the free version and it had everything I need. It truly makes it easy for you to stai organized and not lose tracks of priorities.,2022-01-25,Positive
Great product,2022-03-08,Positive
"Great app, helps me to plan my day ahead",2022-08-21,Positive
"This app is amazing, changed my life. I'm doing 3x tasks daily since I installed the app, I can't be lazy. The pro version is expesive for a student in my country.",2022-04-19,Positive
Good app 🙂👍,2025-03-15,Positive
I like this app. It is the most simple and straight forward of its type that I've found.,2022-04-21,Positive
Very good,2022-08-16,Positive
Nice app Plzz start,2022-04-21,Positive
Good app,2022-02-03,Positive
Great ☺️👌,2023-09-15,Positive
