content,Sentiment,Predicted Star Rating,Confidence
"Great tool. I use it every day. There's a bug, however, that's very annoying. I'm on Galaxy Note 9. When I move the items, there's 80% chance the item will loose previously assigned datetime and will be moved to the Someday list. It's very annoying and time consuming! This is the sorting mode by Time. Additionally, when I choose this mode, majority of items belonging to various lists, unfortunately, will not be sorted by date & time, so I'd have to move them manually... Please fix these issues",Positive,4,0.57
Nice app foe reminder,Positive,4,0.51
"Great app, very usable, lots of features...but 36$ a year for premium? That's almost as much as I pay for my premium password manager, and that's much more complicated and costly to develop and maintain. This is a GREAT app, but there's no way I'm going to pay that much.",Positive,4,0.44
Nice app very useful,Positive,5,0.58
Nice,Positive,4,0.44
"Easy to use and very straightforward, no fuss just works perfectly with timely reminders.",Positive,5,0.69
Helpful app. Thanks for the good work.,Positive,5,0.56
"Any.do is gradually becoming my daily tool for managing my schedule, tracking customer debt position. It is a rewarding experience for d money.",Positive,5,0.43
"I reinstalled 5 times but is'nt working basically It is'nt singing with any of 3 methods. Plese fix It, I am unable to use such a good application.",Negative,2,0.48
The app lacks tools to view how good I am keeping up with my daily habit/recurring tasks.,Neutral,3,0.51
"Very good planning organizer, but there's still few bugs here and there. In the grocery list, why i can't open the completed lists? It's always close again after 1 second. Please fix.",Positive,4,0.49
Very nice,Positive,5,0.65
Great app but needs work.,Positive,4,0.45
"Best wunderlist replacement with one major flaw. As far as a to-do list app it is pretty decent and has what you would want. It is very tricky to figure out how to disable all of the random notifications this app sends you. That is my major complaint, but once you finally get it all disabled this app is decent. The layout is a little messy, but the smart grocery grouping is nice.",Positive,4,0.7
"This app is great , I mean really it is.. you can do a lot of things but only if you pay which isn't a bad thing , it's just that as a student adding this to my expenses is just not feasible ... Hence the 4 stars , connecting to a student service such as UniDays would increase influx of student users.",Positive,4,0.98
Goood,Neutral,3,0.26
Good,Positive,4,0.5
There's no search option for mobile version even I already have the latest version,Negative,1,0.33
So far so good. I just dont like the fact that it has payment to get full features and it's quite expensive.,Positive,4,0.65
Great,Positive,5,0.74
Great app for tracking tasks. Could use some work on gesture/finger detection. For example I will always accidentally close the text field for a new note when trying to hit save. Pro version is good but a little pricy for the benefits.,Positive,4,0.76
Its a very good app...the only issue thats what i am facing is the reminder thing..it dont used to send me reminders and it only notify me when the app is opened. However i have already given all the notification rights. Dear any.do team kindly look in to the matter or advise me if i have missed something with respect to notification settings. Thanks,Positive,4,0.6
Good note,Positive,4,0.49
"It is great, but it would be better if the sort by Time feature is really sort it by Time. Not only today, tomorrow, and upcoming. It is really inconvenient if in the Upcoming tasks, it is not sort by time.",Neutral,3,0.51
So far this is the best app I have used to plan for my hw and studiesas it is very easy to set and plan the things you want .I highly recommend you to try this app.,Positive,5,0.91
"It suddenly quit syncing. I've tried logging off and back on again with no luck. When I try to do it manually it just already says that it was synced ""just now""...even though none of the things I have added show up. Never had this problem before. If I can't get it resolved I will remove app and find something different. Very frustrating. Update: I did a FORCE STOP on the app, and it seems to be back to normal. It works for what I need (shopping list) but isn't the easiest for rearranging the list, and the advertisement at the bottom of the list is very annoying and makes rearranging the list even more difficult.",Negative,2,0.57
This app really help me.😊,Positive,5,0.73
How to disable the everyday 9am reminder to keep a reminder? Honestly don't need it. That's just a noise!,Negative,1,0.66
No pop-up reminders because we use planner as we forget.,Neutral,3,0.32
"The grocery lists don't work on Huawei P30 Pro after your last update. The different list sections fold and unfold by themselves. It became impossible to use them. Fix it and I'll give you 5 stars again. Thanks for the follow up, I edit the review to 4 stars by now for the good customer service. Waiting for the big to be fixed!",Positive,4,0.34
